datetime,PM2.5,PM10,CO,station
2014-05-25 12:00:00,58.0,231.0,200.0,Wanliu
2014-05-25 13:00:00,17.0,76.0,200.0,Wanliu
2014-05-25 14:00:00,13.0,13.0,200.0,Wanliu
2014-05-25 15:00:00,10.0,84.0,200.0,Wanliu
2014-05-25 16:00:00,7.0,72.0,200.0,Wanliu
2014-05-25 17:00:00,7.0,74.0,200.0,Wanliu
2014-05-25 18:00:00,3.0,62.0,200.0,Wanliu
2014-05-25 19:00:00,10.0,68.0,200.0,Wanliu
2014-05-25 20:00:00,10.0,65.0,300.0,Wanliu
2014-05-25 21:00:00,9.0,21.0,200.0,Wanliu
2014-05-25 22:00:00,9.0,58.0,200.0,Wanliu
2014-05-25 23:00:00,9.0,84.0,400.0,Wanliu
2014-05-26 00:00:00,7.0,13.0,200.0,Wanliu
2014-05-26 01:00:00,7.0,90.0,300.0,Wanliu
2014-05-26 02:00:00,9.0,74.0,500.0,Wanliu
2014-05-26 03:00:00,22.0,66.0,500.0,Wanliu
2014-05-26 04:00:00,15.0,45.0,500.0,Wanliu
2014-05-26 05:00:00,21.0,70.0,500.0,Wanliu
2014-05-26 06:00:00,22.0,106.0,400.0,Wanliu
2014-05-26 07:00:00,20.0,113.0,600.0,Wanliu
2014-05-26 08:00:00,28.0,112.0,800.0,Wanliu
2014-05-26 09:00:00,20.0,46.0,800.0,Wanliu
2014-05-26 10:00:00,23.0,92.0,500.0,Wanliu
2014-05-26 11:00:00,19.0,52.0,400.0,Wanliu
2014-05-26 12:00:00,22.0,77.0,300.0,Wanliu
2014-05-26 13:00:00,24.0,105.0,300.0,Wanliu
2014-05-26 14:00:00,25.0,81.0,300.0,Wanliu
2014-05-26 15:00:00,25.0,110.0,400.0,Wanliu
2014-05-26 16:00:00,29.0,130.0,400.0,Wanliu
2014-05-26 17:00:00,21.0,21.0,300.0,Wanliu
2014-05-26 18:00:00,13.0,41.0,300.0,Wanliu
2014-05-26 19:00:00,16.0,53.0,300.0,Wanliu
2014-05-26 20:00:00,15.0,72.0,400.0,Wanliu
2014-05-26 21:00:00,20.0,107.0,700.0,Wanliu
2014-05-26 22:00:00,31.0,123.0,900.0,Wanliu
2014-05-26 23:00:00,31.0,121.0,800.0,Wanliu
2014-05-27 00:00:00,34.0,174.0,900.0,Wanliu
2014-05-27 01:00:00,36.0,129.0,900.0,Wanliu
2014-05-27 02:00:00,30.0,50.0,600.0,Wanliu
2014-05-27 03:00:00,27.0,108.0,500.0,Wanliu
2014-05-27 04:00:00,24.0,117.0,500.0,Wanliu
2014-05-27 05:00:00,28.0,86.0,600.0,Wanliu
2014-05-27 06:00:00,50.0,215.0,600.0,Wanliu
2014-05-27 07:00:00,86.0,416.0,500.0,Wanliu
2014-05-27 08:00:00,113.0,442.0,500.0,Wanliu
2014-05-27 09:00:00,107.0,444.0,200.0,Wanliu
2014-05-27 10:00:00,40.0,153.0,200.0,Wanliu
2014-05-27 11:00:00,26.0,259.0,200.0,Wanliu
2014-05-27 12:00:00,15.0,212.0,200.0,Wanliu
2014-05-27 13:00:00,14.0,156.0,100.0,Wanliu
2014-05-27 14:00:00,15.0,139.0,100.0,Wanliu
2014-05-27 15:00:00,12.0,160.0,200.0,Wanliu
2014-05-27 16:00:00,15.0,132.0,600.0,Wanliu
2014-05-27 17:00:00,17.0,60.0,400.0,Wanliu
2014-05-27 18:00:00,11.0,11.0,200.0,Wanliu
2014-05-27 19:00:00,11.0,64.0,200.0,Wanliu
2014-05-27 20:00:00,10.0,87.0,200.0,Wanliu
2014-05-27 21:00:00,13.0,105.0,300.0,Wanliu
2014-05-27 22:00:00,17.0,114.0,400.0,Wanliu
2014-05-27 23:00:00,24.0,132.0,600.0,Wanliu
2014-05-28 00:00:00,25.0,90.0,700.0,Wanliu
2014-05-28 01:00:00,26.0,84.0,600.0,Wanliu
2014-05-28 02:00:00,28.0,117.0,700.0,Wanliu
2014-05-28 03:00:00,25.0,83.0,800.0,Wanliu
2014-05-28 04:00:00,33.0,128.0,1000.0,Wanliu
2014-05-28 05:00:00,40.0,117.0,1100.0,Wanliu
2014-05-28 06:00:00,29.0,121.0,800.0,Wanliu
2014-05-28 07:00:00,38.0,137.0,1000.0,Wanliu
2014-05-28 08:00:00,42.0,150.0,900.0,Wanliu
2014-05-28 09:00:00,33.0,92.0,700.0,Wanliu
2014-05-28 10:00:00,36.0,36.0,800.0,Wanliu
2014-05-28 11:00:00,22.0,22.0,500.0,Wanliu
2014-05-28 12:00:00,16.0,76.0,400.0,Wanliu
2014-05-28 13:00:00,23.0,75.0,400.0,Wanliu
2014-05-28 14:00:00,39.0,94.0,500.0,Wanliu
2014-05-28 15:00:00,34.0,47.0,500.0,Wanliu
2014-05-28 16:00:00,27.0,60.0,500.0,Wanliu
2014-05-28 17:00:00,20.5,93.0,500.0,Wanliu
2014-05-28 18:00:00,14.0,126.0,500.0,Wanliu
2014-05-28 19:00:00,30.0,206.0,500.0,Wanliu
2014-05-28 20:00:00,32.0,172.0,600.0,Wanliu
2014-05-28 21:00:00,55.0,171.0,700.0,Wanliu
2014-05-28 22:00:00,122.0,152.0,800.0,Wanliu
2014-05-28 23:00:00,42.0,148.0,800.0,Wanliu
2014-05-29 00:00:00,44.0,136.0,700.0,Wanliu
2014-05-29 01:00:00,48.0,150.0,700.0,Wanliu
2014-05-29 02:00:00,43.0,171.0,600.0,Wanliu
2014-05-29 03:00:00,47.0,175.0,600.0,Wanliu
2014-05-29 04:00:00,59.0,193.0,700.0,Wanliu
2014-05-29 05:00:00,65.0,197.0,700.0,Wanliu
2014-05-29 06:00:00,55.0,144.0,700.0,Wanliu
2014-05-29 07:00:00,57.0,174.0,800.0,Wanliu
2014-05-29 08:00:00,61.0,238.0,800.0,Wanliu
2014-05-29 09:00:00,66.0,185.0,800.0,Wanliu
2014-05-29 10:00:00,56.0,145.0,700.0,Wanliu
2014-05-29 11:00:00,51.0,115.0,700.0,Wanliu
2014-05-29 12:00:00,37.0,67.0,600.0,Wanliu
2014-05-29 13:00:00,38.0,38.0,600.0,Wanliu
2014-05-29 14:00:00,18.0,18.0,400.0,Wanliu
2014-05-29 15:00:00,11.0,11.0,400.0,Wanliu
2014-05-29 16:00:00,11.0,77.0,500.0,Wanliu
2014-05-29 17:00:00,25.0,223.0,700.0,Wanliu
2014-05-29 18:00:00,43.0,104.0,700.0,Wanliu
2014-05-29 19:00:00,37.0,174.0,700.0,Wanliu
2014-05-29 20:00:00,32.0,197.0,800.0,Wanliu
2014-05-29 21:00:00,21.0,161.0,1400.0,Wanliu
2014-05-29 22:00:00,61.0,235.0,2000.0,Wanliu
2014-05-29 23:00:00,73.0,195.0,1500.0,Wanliu
2014-05-30 00:00:00,68.0,257.0,1300.0,Wanliu
2014-05-30 01:00:00,79.0,259.0,1500.0,Wanliu
2014-05-30 02:00:00,81.0,240.0,1400.0,Wanliu
2014-05-30 03:00:00,67.0,159.0,1000.0,Wanliu
2014-05-30 04:00:00,66.0,223.0,1000.0,Wanliu
2014-05-30 05:00:00,53.0,157.0,800.0,Wanliu
2014-05-30 06:00:00,51.0,176.0,1000.0,Wanliu
2014-05-30 07:00:00,60.0,202.0,1500.0,Wanliu
2014-05-30 08:00:00,80.0,127.0,2900.0,Wanliu
2014-05-30 09:00:00,81.0,138.0,3000.0,Wanliu
2014-05-30 10:00:00,90.0,213.0,2800.0,Wanliu
2014-05-30 11:00:00,84.0,218.0,2300.0,Wanliu
2014-05-30 12:00:00,105.0,262.0,2500.0,Wanliu
2014-05-30 13:00:00,120.0,302.0,2100.0,Wanliu
2014-05-30 14:00:00,113.0,242.0,1300.0,Wanliu
2014-05-30 15:00:00,114.0,227.0,1300.0,Wanliu
2014-05-30 16:00:00,111.0,265.0,1300.0,Wanliu
2014-05-30 17:00:00,109.0,255.0,1200.0,Wanliu
2014-05-30 18:00:00,104.0,224.0,1000.0,Wanliu
2014-05-30 19:00:00,96.0,211.0,1100.0,Wanliu
2014-05-30 20:00:00,95.0,222.0,1000.0,Wanliu
2014-05-30 21:00:00,89.0,201.0,1000.0,Wanliu
2014-05-30 22:00:00,85.0,181.0,1100.0,Wanliu
2014-05-30 23:00:00,85.0,184.0,1000.0,Wanliu
2014-05-31 00:00:00,86.0,182.0,1100.0,Wanliu
2014-05-31 01:00:00,79.0,174.0,1100.0,Wanliu
2014-05-31 02:00:00,75.0,163.0,1100.0,Wanliu
2014-05-31 03:00:00,78.0,165.0,1200.0,Wanliu
2014-05-31 04:00:00,78.0,161.0,1300.0,Wanliu
2014-05-31 05:00:00,79.0,180.0,1300.0,Wanliu
2014-05-31 06:00:00,82.0,127.0,1700.0,Wanliu
2014-05-31 07:00:00,89.0,283.0,2200.0,Wanliu
2014-05-31 08:00:00,98.0,221.0,2200.0,Wanliu
2014-05-31 09:00:00,89.0,209.0,2300.0,Wanliu
2014-05-31 10:00:00,93.0,128.0,2500.0,Wanliu
2014-05-31 11:00:00,103.0,225.0,2800.0,Wanliu
2014-05-31 12:00:00,117.0,282.0,3100.0,Wanliu
2014-05-31 13:00:00,133.0,266.0,3100.0,Wanliu
2014-05-31 14:00:00,136.0,327.0,3000.0,Wanliu
2014-05-31 15:00:00,147.0,266.0,2900.0,Wanliu
2014-05-31 16:00:00,140.0,293.0,2400.0,Wanliu
2014-05-31 17:00:00,136.0,278.0,2100.0,Wanliu
2014-05-31 18:00:00,119.0,212.0,1700.0,Wanliu
2014-05-31 19:00:00,109.0,300.0,1800.0,Wanliu
2014-05-31 20:00:00,129.0,309.0,2300.0,Wanliu
2014-05-31 21:00:00,145.0,353.0,2600.0,Wanliu
2014-05-31 22:00:00,119.0,367.0,1500.0,Wanliu
2014-05-31 23:00:00,63.0,111.0,600.0,Wanliu
2014-06-01 00:00:00,71.0,71.0,600.0,Wanliu
2014-06-01 01:00:00,63.0,63.0,500.0,Wanliu
2014-06-01 02:00:00,47.0,47.0,500.0,Wanliu
2014-06-01 03:00:00,45.0,45.0,400.0,Wanliu
2014-06-01 04:00:00,45.0,45.0,400.0,Wanliu
2014-06-01 05:00:00,45.0,45.0,400.0,Wanliu
2014-06-01 06:00:00,43.0,43.0,400.0,Wanliu
2014-06-01 07:00:00,44.0,44.0,500.0,Wanliu
2014-06-01 08:00:00,41.0,41.0,500.0,Wanliu
2014-06-01 09:00:00,38.0,38.0,400.0,Wanliu
2014-06-01 10:00:00,36.0,36.0,500.0,Wanliu
2014-06-01 11:00:00,30.0,30.0,400.0,Wanliu
2014-06-01 12:00:00,28.0,28.0,300.0,Wanliu
2014-06-01 13:00:00,25.0,25.0,300.0,Wanliu
2014-06-01 14:00:00,26.0,26.0,300.0,Wanliu
2014-06-01 15:00:00,28.0,28.0,300.0,Wanliu
2014-06-01 16:00:00,31.0,31.0,300.0,Wanliu
2014-06-01 17:00:00,42.0,42.0,600.0,Wanliu
2014-06-01 18:00:00,71.0,71.0,700.0,Wanliu
2014-06-01 19:00:00,32.0,32.0,500.0,Wanliu
2014-06-01 20:00:00,36.0,36.0,600.0,Wanliu
2014-06-01 21:00:00,42.0,42.0,600.0,Wanliu
2014-06-01 22:00:00,46.0,46.0,500.0,Wanliu
2014-06-01 23:00:00,39.0,39.0,500.0,Wanliu
2014-06-02 00:00:00,40.0,40.0,400.0,Wanliu
2014-06-02 01:00:00,43.0,43.0,400.0,Wanliu
2014-06-02 02:00:00,46.0,46.0,500.0,Wanliu
2014-06-02 03:00:00,52.0,52.0,500.0,Wanliu
2014-06-02 04:00:00,44.0,44.0,400.0,Wanliu
2014-06-02 05:00:00,15.0,15.0,300.0,Wanliu
2014-06-02 06:00:00,15.0,15.0,300.0,Wanliu
2014-06-02 07:00:00,34.0,34.0,500.0,Wanliu
2014-06-02 08:00:00,33.0,33.0,500.0,Wanliu
2014-06-02 09:00:00,20.0,20.0,400.0,Wanliu
2014-06-02 10:00:00,27.0,27.0,400.0,Wanliu
2014-06-02 11:00:00,26.0,26.0,300.0,Wanliu
2014-06-02 12:00:00,24.0,24.0,400.0,Wanliu
2014-06-02 13:00:00,25.0,25.0,400.0,Wanliu
2014-06-02 14:00:00,27.0,27.0,400.0,Wanliu
2014-06-02 15:00:00,25.0,25.0,400.0,Wanliu
2014-06-02 16:00:00,25.0,25.0,400.0,Wanliu
2014-06-02 17:00:00,32.0,32.0,400.0,Wanliu
2014-06-02 18:00:00,29.0,29.0,400.0,Wanliu
2014-06-02 19:00:00,27.0,27.0,400.0,Wanliu
2014-06-02 20:00:00,29.0,29.0,400.0,Wanliu
2014-06-02 21:00:00,39.0,39.0,500.0,Wanliu
2014-06-02 22:00:00,39.0,39.0,600.0,Wanliu
2014-06-02 23:00:00,41.0,41.0,600.0,Wanliu
2014-06-03 00:00:00,40.0,40.0,500.0,Wanliu
2014-06-03 01:00:00,32.0,32.0,500.0,Wanliu
2014-06-03 02:00:00,44.0,44.0,700.0,Wanliu
2014-06-03 03:00:00,40.0,40.0,600.0,Wanliu
2014-06-03 04:00:00,37.0,37.0,600.0,Wanliu
2014-06-03 05:00:00,40.0,40.0,600.0,Wanliu
2014-06-03 06:00:00,35.0,35.0,500.0,Wanliu
2014-06-03 07:00:00,36.0,36.0,600.0,Wanliu
2014-06-03 08:00:00,29.0,29.0,500.0,Wanliu
2014-06-03 09:00:00,25.0,25.0,400.0,Wanliu
2014-06-03 10:00:00,31.0,31.0,400.0,Wanliu
2014-06-03 11:00:00,33.0,33.0,500.0,Wanliu
2014-06-03 12:00:00,30.0,30.0,500.0,Wanliu
2014-06-03 13:00:00,25.0,25.0,500.0,Wanliu
2014-06-03 14:00:00,26.0,26.0,400.0,Wanliu
2014-06-03 15:00:00,29.0,29.0,300.0,Wanliu
2014-06-03 16:00:00,34.0,34.0,500.0,Wanliu
2014-06-03 17:00:00,45.0,45.0,800.0,Wanliu
2014-06-03 18:00:00,49.0,49.0,1000.0,Wanliu
2014-06-03 19:00:00,53.0,53.0,1100.0,Wanliu
2014-06-03 20:00:00,49.0,49.0,1000.0,Wanliu
2014-06-03 21:00:00,40.0,40.0,800.0,Wanliu
2014-06-03 22:00:00,44.0,44.0,900.0,Wanliu
2014-06-03 23:00:00,54.0,54.0,1000.0,Wanliu
2014-06-04 00:00:00,53.0,53.0,900.0,Wanliu
2014-06-04 01:00:00,49.0,49.0,900.0,Wanliu
2014-06-04 02:00:00,46.0,46.0,1100.0,Wanliu
2014-06-04 03:00:00,52.0,52.0,1100.0,Wanliu
2014-06-04 04:00:00,55.0,55.0,1200.0,Wanliu
2014-06-04 05:00:00,56.0,121.0,900.0,Wanliu
2014-06-04 06:00:00,71.0,183.0,900.0,Wanliu
2014-06-04 07:00:00,73.0,138.0,900.0,Wanliu
2014-06-04 08:00:00,84.0,210.0,1000.0,Wanliu
2014-06-04 09:00:00,87.0,120.0,1100.0,Wanliu
2014-06-04 10:00:00,66.0,69.0,1000.0,Wanliu
2014-06-04 11:00:00,42.0,47.0,600.0,Wanliu
2014-06-04 12:00:00,45.0,76.0,700.0,Wanliu
2014-06-04 13:00:00,44.0,79.0,600.0,Wanliu
2014-06-04 14:00:00,49.0,65.0,700.0,Wanliu
2014-06-04 15:00:00,44.0,69.0,800.0,Wanliu
2014-06-04 16:00:00,210.0,210.0,700.0,Wanliu
2014-06-04 17:00:00,119.5,5.0,900.0,Wanliu
2014-06-04 18:00:00,29.0,29.0,800.0,Wanliu
2014-06-04 19:00:00,52.0,103.0,700.0,Wanliu
2014-06-04 20:00:00,50.0,96.0,600.0,Wanliu
2014-06-04 21:00:00,45.0,97.0,600.0,Wanliu
2014-06-04 22:00:00,49.0,104.0,700.0,Wanliu
2014-06-04 23:00:00,51.0,109.0,700.0,Wanliu
2014-06-05 00:00:00,52.0,147.0,800.0,Wanliu
2014-06-05 01:00:00,55.0,140.0,800.0,Wanliu
2014-06-05 02:00:00,54.0,122.0,800.0,Wanliu
2014-06-05 03:00:00,61.0,157.0,800.0,Wanliu
2014-06-05 04:00:00,54.0,131.0,800.0,Wanliu
2014-06-05 05:00:00,52.0,107.0,700.0,Wanliu
2014-06-05 06:00:00,61.0,122.0,800.0,Wanliu
2014-06-05 07:00:00,81.0,203.0,1100.0,Wanliu
2014-06-05 08:00:00,89.0,167.0,1300.0,Wanliu
2014-06-05 09:00:00,91.0,165.0,1200.0,Wanliu
2014-06-05 10:00:00,80.0,130.0,1100.0,Wanliu
2014-06-05 11:00:00,62.0,115.0,1000.0,Wanliu
2014-06-05 12:00:00,3.0,92.0,600.0,Wanliu
2014-06-05 13:00:00,45.0,90.0,600.0,Wanliu
2014-06-05 14:00:00,45.0,140.0,600.0,Wanliu
2014-06-05 15:00:00,44.0,105.0,500.0,Wanliu
2014-06-05 16:00:00,49.0,140.0,700.0,Wanliu
2014-06-05 17:00:00,56.0,133.0,700.0,Wanliu
2014-06-05 18:00:00,67.0,180.0,1100.0,Wanliu
2014-06-05 19:00:00,58.0,95.0,700.0,Wanliu
2014-06-05 20:00:00,56.0,106.0,700.0,Wanliu
2014-06-05 21:00:00,59.0,132.0,800.0,Wanliu
2014-06-05 22:00:00,71.0,154.0,800.0,Wanliu
2014-06-05 23:00:00,77.0,174.0,900.0,Wanliu
2014-06-06 00:00:00,81.0,177.0,900.0,Wanliu
2014-06-06 01:00:00,88.0,204.0,900.0,Wanliu
2014-06-06 02:00:00,91.0,248.0,900.0,Wanliu
2014-06-06 03:00:00,80.0,130.0,800.0,Wanliu
2014-06-06 04:00:00,79.0,203.0,800.0,Wanliu
2014-06-06 05:00:00,95.0,275.0,1100.0,Wanliu
2014-06-06 06:00:00,90.0,101.0,1000.0,Wanliu
2014-06-06 07:00:00,87.0,124.0,900.0,Wanliu
2014-06-06 08:00:00,96.0,143.0,1300.0,Wanliu
2014-06-06 09:00:00,101.0,180.0,1500.0,Wanliu
2014-06-06 10:00:00,102.0,190.0,2000.0,Wanliu
2014-06-06 11:00:00,120.0,182.0,2600.0,Wanliu
2014-06-06 12:00:00,112.0,217.0,2400.0,Wanliu
2014-06-06 13:00:00,20.0,20.0,600.0,Wanliu
2014-06-06 14:00:00,6.0,6.0,400.0,Wanliu
2014-06-06 15:00:00,5.0,20.0,300.0,Wanliu
2014-06-06 16:00:00,5.0,5.0,300.0,Wanliu
2014-06-06 17:00:00,8.0,24.0,300.0,Wanliu
2014-06-06 18:00:00,8.0,14.0,300.0,Wanliu
2014-06-06 19:00:00,6.0,39.0,400.0,Wanliu
2014-06-06 20:00:00,7.0,17.0,300.0,Wanliu
2014-06-06 21:00:00,11.0,25.0,400.0,Wanliu
2014-06-06 22:00:00,16.0,20.0,400.0,Wanliu
2014-06-06 23:00:00,16.0,42.0,600.0,Wanliu
2014-06-07 00:00:00,18.0,24.0,500.0,Wanliu
2014-06-07 01:00:00,15.0,34.0,500.0,Wanliu
2014-06-07 02:00:00,17.0,17.0,400.0,Wanliu
2014-06-07 03:00:00,17.0,17.0,400.0,Wanliu
2014-06-07 04:00:00,15.0,15.0,400.0,Wanliu
2014-06-07 05:00:00,11.0,14.0,400.0,Wanliu
2014-06-07 06:00:00,10.0,23.0,400.0,Wanliu
2014-06-07 07:00:00,14.0,54.0,300.0,Wanliu
2014-06-07 08:00:00,15.0,15.0,300.0,Wanliu
2014-06-07 09:00:00,10.0,14.0,200.0,Wanliu
2014-06-07 10:00:00,11.0,65.0,200.0,Wanliu
2014-06-07 11:00:00,5.0,69.0,100.0,Wanliu
2014-06-07 12:00:00,5.0,76.0,100.0,Wanliu
2014-06-07 13:00:00,6.0,70.0,100.0,Wanliu
2014-06-07 14:00:00,4.0,70.0,100.0,Wanliu
2014-06-07 15:00:00,7.0,75.0,100.0,Wanliu
2014-06-07 16:00:00,4.0,47.0,100.0,Wanliu
2014-06-07 17:00:00,6.0,58.0,100.0,Wanliu
2014-06-07 18:00:00,9.0,60.0,100.0,Wanliu
2014-06-07 19:00:00,9.0,102.0,200.0,Wanliu
2014-06-07 20:00:00,12.0,110.0,300.0,Wanliu
2014-06-07 21:00:00,15.0,92.0,400.0,Wanliu
2014-06-07 22:00:00,24.0,104.0,500.0,Wanliu
2014-06-07 23:00:00,26.0,106.0,500.0,Wanliu
2014-06-08 00:00:00,15.0,67.0,400.0,Wanliu
2014-06-08 01:00:00,21.0,56.0,400.0,Wanliu
2014-06-08 02:00:00,20.0,47.0,400.0,Wanliu
2014-06-08 03:00:00,16.0,54.0,300.0,Wanliu
2014-06-08 04:00:00,20.0,67.0,300.0,Wanliu
2014-06-08 05:00:00,13.0,36.0,300.0,Wanliu
2014-06-08 06:00:00,14.0,46.0,300.0,Wanliu
2014-06-08 07:00:00,14.0,68.0,400.0,Wanliu
2014-06-08 08:00:00,19.0,76.0,400.0,Wanliu
2014-06-08 09:00:00,14.0,70.0,300.0,Wanliu
2014-06-08 10:00:00,27.0,131.0,900.0,Wanliu
2014-06-08 11:00:00,44.0,109.0,1100.0,Wanliu
2014-06-08 12:00:00,40.0,122.0,1000.0,Wanliu
2014-06-08 13:00:00,38.0,111.0,900.0,Wanliu
2014-06-08 14:00:00,50.0,105.0,1000.0,Wanliu
2014-06-08 15:00:00,50.0,236.0,700.0,Wanliu
2014-06-08 16:00:00,9.0,158.0,400.0,Wanliu
2014-06-08 17:00:00,12.0,63.0,600.0,Wanliu
2014-06-08 18:00:00,15.0,148.0,600.0,Wanliu
2014-06-08 19:00:00,18.0,47.0,600.0,Wanliu
2014-06-08 20:00:00,30.0,69.0,700.0,Wanliu
2014-06-08 21:00:00,31.0,78.0,600.0,Wanliu
2014-06-08 22:00:00,30.0,118.0,800.0,Wanliu
2014-06-08 23:00:00,34.0,52.0,800.0,Wanliu
2014-06-09 00:00:00,34.0,134.0,1000.0,Wanliu
2014-06-09 01:00:00,45.0,80.0,1000.0,Wanliu
2014-06-09 02:00:00,38.0,60.0,900.0,Wanliu
2014-06-09 03:00:00,31.0,39.0,600.0,Wanliu
2014-06-09 04:00:00,18.0,18.0,400.0,Wanliu
2014-06-09 05:00:00,14.0,34.0,400.0,Wanliu
2014-06-09 06:00:00,19.0,41.0,400.0,Wanliu
2014-06-09 07:00:00,31.0,51.0,400.0,Wanliu
2014-06-09 08:00:00,27.0,45.0,500.0,Wanliu
2014-06-09 09:00:00,39.0,93.0,700.0,Wanliu
2014-06-09 10:00:00,43.0,102.0,800.0,Wanliu
2014-06-09 11:00:00,42.0,115.0,800.0,Wanliu
2014-06-09 12:00:00,35.0,35.0,800.0,Wanliu
2014-06-09 13:00:00,40.0,40.0,700.0,Wanliu
2014-06-09 14:00:00,40.0,40.0,600.0,Wanliu
2014-06-09 15:00:00,33.0,55.0,600.0,Wanliu
2014-06-09 16:00:00,47.0,61.0,500.0,Wanliu
2014-06-09 17:00:00,27.0,27.0,300.0,Wanliu
2014-06-09 18:00:00,22.0,53.0,500.0,Wanliu
2014-06-09 19:00:00,17.0,28.0,300.0,Wanliu
2014-06-09 20:00:00,21.0,71.0,500.0,Wanliu
2014-06-09 21:00:00,24.0,57.0,500.0,Wanliu
2014-06-09 22:00:00,19.0,47.0,400.0,Wanliu
2014-06-09 23:00:00,31.0,67.0,600.0,Wanliu
2014-06-10 00:00:00,43.0,53.0,700.0,Wanliu
2014-06-10 01:00:00,48.0,62.0,800.0,Wanliu
2014-06-10 02:00:00,52.0,58.0,800.0,Wanliu
2014-06-10 03:00:00,52.0,58.0,700.0,Wanliu
2014-06-10 04:00:00,52.0,69.0,700.0,Wanliu
2014-06-10 05:00:00,65.0,65.0,700.0,Wanliu
2014-06-10 06:00:00,59.0,78.0,800.0,Wanliu
2014-06-10 07:00:00,59.0,82.0,800.0,Wanliu
2014-06-10 08:00:00,69.0,91.0,1100.0,Wanliu
2014-06-10 09:00:00,74.0,87.0,1100.0,Wanliu
2014-06-10 10:00:00,84.0,84.0,1000.0,Wanliu
2014-06-10 11:00:00,83.0,83.0,1200.0,Wanliu
2014-06-10 12:00:00,91.0,91.0,1400.0,Wanliu
2014-06-10 13:00:00,91.0,91.0,1300.0,Wanliu
2014-06-10 14:00:00,100.0,100.0,1400.0,Wanliu
2014-06-10 15:00:00,89.0,109.0,1300.0,Wanliu
2014-06-10 16:00:00,33.0,53.0,1000.0,Wanliu
2014-06-10 17:00:00,56.0,56.0,1200.0,Wanliu
2014-06-10 18:00:00,61.0,61.0,1200.0,Wanliu
2014-06-10 19:00:00,84.0,84.0,1500.0,Wanliu
2014-06-10 20:00:00,94.0,94.0,1800.0,Wanliu
2014-06-10 21:00:00,89.0,99.0,1400.0,Wanliu
2014-06-10 22:00:00,83.0,83.0,1400.0,Wanliu
2014-06-10 23:00:00,88.0,92.0,1400.0,Wanliu
2014-06-11 00:00:00,104.0,104.0,1400.0,Wanliu
2014-06-11 01:00:00,94.0,99.0,1400.0,Wanliu
2014-06-11 02:00:00,90.0,91.0,1100.0,Wanliu
2014-06-11 03:00:00,97.0,97.0,1200.0,Wanliu
2014-06-11 04:00:00,107.0,107.0,1400.0,Wanliu
2014-06-11 05:00:00,107.0,107.0,1500.0,Wanliu
2014-06-11 06:00:00,97.0,97.0,1400.0,Wanliu
2014-06-11 07:00:00,60.0,60.0,900.0,Wanliu
2014-06-11 08:00:00,77.0,79.0,1100.0,Wanliu
2014-06-11 09:00:00,109.0,109.0,1100.0,Wanliu
2014-06-11 10:00:00,36.0,36.0,600.0,Wanliu
2014-06-11 11:00:00,18.0,18.0,400.0,Wanliu
2014-06-11 12:00:00,15.0,15.0,300.0,Wanliu
2014-06-11 13:00:00,12.0,12.0,300.0,Wanliu
2014-06-11 14:00:00,17.0,17.0,300.0,Wanliu
2014-06-11 15:00:00,17.0,17.0,300.0,Wanliu
2014-06-11 16:00:00,13.0,13.0,300.0,Wanliu
2014-06-11 17:00:00,9.0,18.0,300.0,Wanliu
2014-06-11 18:00:00,11.0,24.0,300.0,Wanliu
2014-06-11 19:00:00,11.0,30.0,400.0,Wanliu
2014-06-11 20:00:00,25.0,52.0,500.0,Wanliu
2014-06-11 21:00:00,31.0,72.0,500.0,Wanliu
2014-06-11 22:00:00,36.0,73.0,600.0,Wanliu
2014-06-11 23:00:00,37.0,86.0,600.0,Wanliu
2014-06-12 00:00:00,36.0,96.0,500.0,Wanliu
2014-06-12 01:00:00,35.0,105.0,600.0,Wanliu
2014-06-12 02:00:00,39.0,107.0,700.0,Wanliu
2014-06-12 03:00:00,30.0,76.0,500.0,Wanliu
2014-06-12 04:00:00,25.0,64.0,500.0,Wanliu
2014-06-12 05:00:00,27.0,62.0,500.0,Wanliu
2014-06-12 06:00:00,34.0,70.0,600.0,Wanliu
2014-06-12 07:00:00,38.0,89.0,600.0,Wanliu
2014-06-12 08:00:00,31.0,77.0,500.0,Wanliu
2014-06-12 09:00:00,27.0,60.0,600.0,Wanliu
2014-06-12 10:00:00,32.0,72.0,600.0,Wanliu
2014-06-12 11:00:00,19.0,22.0,400.0,Wanliu
2014-06-12 12:00:00,17.0,17.0,300.0,Wanliu
2014-06-12 13:00:00,10.0,16.0,300.0,Wanliu
2014-06-12 14:00:00,5.0,18.0,300.0,Wanliu
2014-06-12 15:00:00,9.0,22.0,200.0,Wanliu
2014-06-12 16:00:00,12.0,21.0,200.0,Wanliu
2014-06-12 17:00:00,12.0,21.0,200.0,Wanliu
2014-06-12 18:00:00,11.0,22.0,300.0,Wanliu
2014-06-12 19:00:00,18.0,43.0,400.0,Wanliu
2014-06-12 20:00:00,29.0,108.0,500.0,Wanliu
2014-06-12 21:00:00,39.0,101.0,700.0,Wanliu
2014-06-12 22:00:00,33.0,89.0,700.0,Wanliu
2014-06-12 23:00:00,35.0,88.0,600.0,Wanliu
2014-06-13 00:00:00,28.0,70.0,700.0,Wanliu
2014-06-13 01:00:00,22.0,65.0,500.0,Wanliu
2014-06-13 02:00:00,27.0,74.0,500.0,Wanliu
